Location;Industry;Subcategory_ID;Hierarchy_Level;Data_Type;Global_Brand_Owner;Unit;Year_text;Year_date;Year_minus_2016;Volume
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Henan Jinxing Brewery Group;million litres;2020;31 12 2020;8;1132,189668
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Henan Jinxing Brewery Group;million litres;2021;31-12-21;9;1054,63308
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Kirin Holdings Co Ltd;million litres;2016;31 12 2016;4;1299,952083
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Kirin Holdings Co Ltd;million litres;2017;31 12 2017;5;1218,89521
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Kirin Holdings Co Ltd;million litres;2018;31-12-18;6;1145,978857
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Kirin Holdings Co Ltd;million litres;2019;Tuesday, 31 Dec 2019;7;1181,529018
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Kirin Holdings Co Ltd;million litres;2020;Thursday, 31 Dec 2020;8;1096,879573
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Kirin Holdings Co Ltd;million litres;2021;Fri, 31 December 2021;9;1046,793848
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Thai Beverage PCL;million litres;2016;31-12-16;4;658,4121351
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Thai Beverage PCL;million litres;2017;31-Dec-17;5;607,4636028
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Thai Beverage PCL;million litres;2018;Monday, 31 Dec 2018;6;589,3488608
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Thai Beverage PCL;million litres;2019;Tuesday, 31 Dec 2019;7;690,4500177
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Thai Beverage PCL;million litres;2020;31-12-20;8;859,3620768
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Thai Beverage PCL;million litres;2021;31-12-21;9;870,8513972
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Suntory Holdings Ltd;million litres;2016;31 12 2016;4;1078,582517
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Suntory Holdings Ltd;million litres;2017;31 12 2017;5;1077,161467
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Suntory Holdings Ltd;million litres;2018;Monday, 31 Dec 2018;6;1059,974358
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Suntory Holdings Ltd;million litres;2019;31-12-19;7;956,6937785
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Suntory Holdings Ltd;million litres;2020;31-12-20;8;874,6488939
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Suntory Holdings Ltd;million litres;2021;31 12 2021;9;870,6104012
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Boon Rawd Brewery Co Ltd;million litres;2016;Saturday, 31 Dec 2016;4;979,2574322
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Boon Rawd Brewery Co Ltd;million litres;2017;31 12 2017;5;946,0291924
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Boon Rawd Brewery Co Ltd;million litres;2018;31-12-18;6;930,0842109
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Boon Rawd Brewery Co Ltd;million litres;2019;Tuesday, 31 Dec 2019;7;837,4213222
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Boon Rawd Brewery Co Ltd;million litres;2020;31-Dec-20;8;828,4189182
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Boon Rawd Brewery Co Ltd;million litres;2021;31 12 2021;9;837,7039254
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Asahi Group Holdings Ltd;million litres;2016;Saturday, 31 Dec 2016;4;905,4916132
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Asahi Group Holdings Ltd;million litres;2017;Sun, 31 December 2017;5;739,4307676
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Asahi Group Holdings Ltd;million litres;2018;Monday, 31 Dec 2018;6;718,6681709
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Asahi Group Holdings Ltd;million litres;2019;31 12 2019;7;720,6135257
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Asahi Group Holdings Ltd;million litres;2020;Thu, 31 December 2020;8;725,8572045
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Asahi Group Holdings Ltd;million litres;2021;Fri, 31 December 2021;9;725,9504022
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Guangzhou Zhujiang Brewery Co Ltd;million litres;2016;Saturday, 31 Dec 2016;4;811,9199962
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Guangzhou Zhujiang Brewery Co Ltd;million litres;2017;31-Dec-17;5;738,8499598
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Guangzhou Zhujiang Brewery Co Ltd;million litres;2018;31 12 2018;6;787,2399993
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Guangzhou Zhujiang Brewery Co Ltd;million litres;2019;Tue, 31 December 2019;7;765,4679972
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Guangzhou Zhujiang Brewery Co Ltd;million litres;2020;Thu, 31 December 2020;8;740,9730412
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Guangzhou Zhujiang Brewery Co Ltd;million litres;2021;31-12-21;9;701,7014835
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Saigon Alcohol Beer & Beverages Corp (Sabeco);million litres;2016;31-12-16;4;321,0845987
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Saigon Alcohol Beer & Beverages Corp (Sabeco);million litres;2017;Sunday, 31 Dec 2017;5;339,855491
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Saigon Alcohol Beer & Beverages Corp (Sabeco);million litres;2018;Monday, 31 Dec 2018;6;349,1019868
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Saigon Alcohol Beer & Beverages Corp (Sabeco);million litres;2019;31-12-19;7;360,7247121
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Saigon Alcohol Beer & Beverages Corp (Sabeco);million litres;2020;Thu, 31 December 2020;8;381,6467381
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Saigon Alcohol Beer & Beverages Corp (Sabeco);million litres;2021;31 12 2021;9;402,6372962
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Sapporo Holdings Ltd;million litres;2016;31-Dec-16;4;267,8398552
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Sapporo Holdings Ltd;million litres;2017;31-12-17;5;287,5210057
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Sapporo Holdings Ltd;million litres;2018;31-12-18;6;245,270688
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Sapporo Holdings Ltd;million litres;2019;31 12 2019;7;243,1511093
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Sapporo Holdings Ltd;million litres;2020;Thursday, 31 Dec 2020;8;232,6439926
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Sapporo Holdings Ltd;million litres;2021;31 12 2021;9;212,8257267
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;San Miguel Corp;million litres;2016;Saturday, 31 Dec 2016;4;189,6019306
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;San Miguel Corp;million litres;2017;31-12-17;5;175,0553859
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;San Miguel Corp;million litres;2018;31 12 2018;6;176,3095472
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;San Miguel Corp;million litres;2019;Tue, 31 December 2019;7;170,2365956
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;San Miguel Corp;million litres;2020;31-12-20;8;168,856995
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;San Miguel Corp;million litres;2021;Fri, 31 December 2021;9;165,6608127
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Heineken NV;million litres;2016;31-12-16;4;245,08759
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Heineken NV;million litres;2017;31-12-17;5;253,1573346
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Heineken NV;million litres;2018;Monday, 31 Dec 2018;6;246,6474585
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Heineken NV;million litres;2019;31-Dec-19;7;149,8750229
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Heineken NV;million litres;2020;31-Dec-20;8;154,5624871
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Heineken NV;million litres;2021;31-12-21;9;158,9450163
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Hanoi Alcohol Beer & Beverages Corp (Habeco);million litres;2016;31 12 2016;4;97,54354264
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Hanoi Alcohol Beer & Beverages Corp (Habeco);million litres;2017;31 12 2017;5;106,8776783
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Hanoi Alcohol Beer & Beverages Corp (Habeco);million litres;2018;31-Dec-18;6;112,6277772
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Hanoi Alcohol Beer & Beverages Corp (Habeco);million litres;2019;31-12-19;7;122,1406948
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Hanoi Alcohol Beer & Beverages Corp (Habeco);million litres;2020;Thursday, 31 Dec 2020;8;125,5981964
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Hanoi Alcohol Beer & Beverages Corp (Habeco);million litres;2021;Friday, 31 Dec 2021;9;128,2671016
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Hangzhou Qiandaohu Brewery Co Ltd;million litres;2016;Saturday, 31 Dec 2016;4;156,3400019
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Hangzhou Qiandaohu Brewery Co Ltd;million litres;2017;Sunday, 31 Dec 2017;5;165,7300002
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Hangzhou Qiandaohu Brewery Co Ltd;million litres;2018;31-Dec-18;6;175,9999995
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Hangzhou Qiandaohu Brewery Co Ltd;million litres;2019;Tuesday, 31 Dec 2019;7;168,960005
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Hangzhou Qiandaohu Brewery Co Ltd;million litres;2020;31-12-20;8;121,3707255
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Hangzhou Qiandaohu Brewery Co Ltd;million litres;2021;Friday, 31 Dec 2021;9;118,3405985
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Asia Brewery Inc;million litres;2016;31 12 2016;4;409,6591949
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Asia Brewery Inc;million litres;2017;Sunday, 31 Dec 2017;5;55,27002307
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Asia Brewery Inc;million litres;2018;Monday, 31 Dec 2018;6;55,71218464
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Asia Brewery Inc;million litres;2019;31-12-19;7;56,82639774
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Asia Brewery Inc;million litres;2020;Thu, 31 December 2020;8;62,50910194
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Asia Brewery Inc;million litres;2021;31 12 2021;9;64,38510296
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Dragonyte Brewery;million litres;2016;Saturday, 31 Dec 2016;4;70,88151791
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Dragonyte Brewery;million litres;2017;31 12 2017;5;60,25268777
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Dragonyte Brewery;million litres;2018;31-Dec-18;6;55,07495133
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Dragonyte Brewery;million litres;2019;Tuesday, 31 Dec 2019;7;52,2164809
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Dragonyte Brewery;million litres;2020;31-12-20;8;49,66365225
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Dragonyte Brewery;million litres;2021;31 12 2021;9;47,52730582
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Hite Jinro Co Ltd;million litres;2016;31-Dec-16;4;3,380000009
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Hite Jinro Co Ltd;million litres;2017;31-Dec-17;5;3,393531531
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Hite Jinro Co Ltd;million litres;2018;31 12 2018;6;3,369999847
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Hite Jinro Co Ltd;million litres;2019;31 12 2019;7;3,360000063
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Hite Jinro Co Ltd;million litres;2020;31 12 2020;8;3,36299979
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Hite Jinro Co Ltd;million litres;2021;31 12 2021;9;45,95999694
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Blue Ribbon Intermediate Holdings LLC;million litres;2018;Mon, 31 December 2018;6;58,81204154
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Blue Ribbon Intermediate Holdings LLC;million litres;2019;31-Dec-19;7;41,97999862
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Blue Ribbon Intermediate Holdings LLC;million litres;2020;31-12-20;8;35,94450074
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Blue Ribbon Intermediate Holdings LLC;million litres;2021;Fri, 31 December 2021;9;31,83715901
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;China Resources Enterprise Ltd;million litres;2016;31-12-16;4;9564,42024
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;China Resources Enterprise Ltd;million litres;2017;31 12 2017;5;10655,3997
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;China Resources Enterprise Ltd;million litres;2018;31 12 2018;6;10354,99005
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Shanghai Donghai Brewery Co Ltd;million litres;2016;31-12-16;4;57,46509959
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Shanghai Donghai Brewery Co Ltd;million litres;2017;Sunday, 31 Dec 2017;5;37,3523088
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Shanghai Donghai Brewery Co Ltd;million litres;2018;31-12-18;6;29,99999945
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Nantong Fuhao Alcohol Industry Co Ltd;million litres;2016;Saturday, 31 Dec 2016;4;364,0999957
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Nantong Fuhao Alcohol Industry Co Ltd;million litres;2017;31-12-17;5;371,3819956
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Siping Ginsber Draft Beer Co Ltd;million litres;2016;31-Dec-16;4;112,030002
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Siping Ginsber Draft Beer Co Ltd;million litres;2017;31-Dec-17;5;118,7499962
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Pabst Brewing Co;million litres;2016;31-Dec-16;4;70,7600015
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Pabst Brewing Co;million litres;2017;31-Dec-17;5;72,85601537
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Chongqing Brewery Co Ltd;million litres;2016;31 12 2016;4;1140,302539
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Kingway Brewery Holdings Ltd;million litres;2016;31-Dec-16;4;439,9400133
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Lanzhou Huanghe Beer Co Ltd;million litres;2016;Saturday, 31 Dec 2016;4;281,539997
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Tibet Galaxy Science & Technology Development Co Ltd;million litres;2016;Sat, 31 December 2016;4;103,0000004
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Private Label;million litres;2016;Saturday, 31 Dec 2016;4;84,96088926
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Private Label;million litres;2017;31-Dec-17;5;85,40332579
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Private Label;million litres;2018;31 12 2018;6;84,65231826
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Private Label;million litres;2019;Tuesday, 31 Dec 2019;7;80,60840135
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Private Label;million litres;2020;31-12-20;8;77,98649623
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Private Label;million litres;2021;31-12-21;9;76,01192478
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Others;million litres;2016;31 12 2016;4;9364,741229
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Others;million litres;2017;Sunday, 31 Dec 2017;5;8746,500743
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Others;million litres;2018;31 12 2018;6;9022,01968
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Others;million litres;2019;31-12-19;7;7534,908671
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Others;million litres;2020;31-12-20;8;6282,379588
;;;;;;;;;;
1;Alcoholic Drinks;12;4;Total Volume;Others;million litres;2021;31 12 2021;9;5490,69525
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Tsingtao Brewery Co Ltd;million litres;2016;31 12 2016;4;1948,465524
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Tsingtao Brewery Co Ltd;million litres;2017;31 12 2017;5;2078,309404
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Tsingtao Brewery Co Ltd;million litres;2018;31-Dec-18;6;2201,568529
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Tsingtao Brewery Co Ltd;million litres;2019;31 12 2019;7;2184,886456
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Tsingtao Brewery Co Ltd;million litres;2020;31-Dec-20;8;1974,999022
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Tsingtao Brewery Co Ltd;million litres;2021;Friday, 31 Dec 2021;9;2134,172162
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;China Resources Holdings Co Ltd;million litres;2019;Tuesday, 31 Dec 2019;7;1603,289988
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;China Resources Holdings Co Ltd;million litres;2020;31 12 2020;8;1837,450795
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;China Resources Holdings Co Ltd;million litres;2021;31-12-21;9;2070,199898
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;San Miguel Corp;million litres;2016;Saturday, 31 Dec 2016;4;1332,824832
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;San Miguel Corp;million litres;2017;Sun, 31 December 2017;5;1379,138328
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;San Miguel Corp;million litres;2018;31-12-18;6;1430,201875
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;San Miguel Corp;million litres;2019;31 12 2019;7;1467,556851
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;San Miguel Corp;million litres;2020;Thursday, 31 Dec 2020;8;1718,31299
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;San Miguel Corp;million litres;2021;31-Dec-21;9;1983,038926
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Anheuser-Busch InBev NV;million litres;2016;31-12-16;4;32,65513994
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Anheuser-Busch InBev NV;million litres;2017;31 12 2017;5;32,58326964
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Anheuser-Busch InBev NV;million litres;2018;31 12 2018;6;1150,496391
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Anheuser-Busch InBev NV;million litres;2019;31 12 2019;7;1109,803005
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Anheuser-Busch InBev NV;million litres;2020;31 12 2020;8;1615,444051
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Anheuser-Busch InBev NV;million litres;2021;31 12 2021;9;1601,086438
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Beijing Yanjing Brewery Co Ltd;million litres;2016;31-Dec-16;4;782,8589993
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Beijing Yanjing Brewery Co Ltd;million litres;2017;31 12 2017;5;993,7027915
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Beijing Yanjing Brewery Co Ltd;million litres;2018;31-12-18;6;1291,269376
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Beijing Yanjing Brewery Co Ltd;million litres;2019;Tue, 31 December 2019;7;1366,02846
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Beijing Yanjing Brewery Co Ltd;million litres;2020;31-12-20;8;1427,415371
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Beijing Yanjing Brewery Co Ltd;million litres;2021;31-Dec-21;9;1555,729417
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Saigon Alcohol Beer & Beverages Corp (Sabeco);million litres;2016;31 12 2016;4;921,74523
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Saigon Alcohol Beer & Beverages Corp (Sabeco);million litres;2017;31-12-17;5;958,8457177
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Saigon Alcohol Beer & Beverages Corp (Sabeco);million litres;2018;31-Dec-18;6;990,8979737
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Saigon Alcohol Beer & Beverages Corp (Sabeco);million litres;2019;31 12 2019;7;1036,075336
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Saigon Alcohol Beer & Beverages Corp (Sabeco);million litres;2020;Thu, 31 December 2020;8;1145,806538
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Saigon Alcohol Beer & Beverages Corp (Sabeco);million litres;2021;31 12 2021;9;1251,680508
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Asahi Group Holdings Ltd;million litres;2016;31-12-16;4;1401,631149
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Asahi Group Holdings Ltd;million litres;2017;Sun, 31 December 2017;5;1350,356506
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Asahi Group Holdings Ltd;million litres;2018;Monday, 31 Dec 2018;6;1294,160908
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Asahi Group Holdings Ltd;million litres;2019;31 12 2019;7;1265,261456
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Asahi Group Holdings Ltd;million litres;2020;31-12-20;8;1272,943026
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Asahi Group Holdings Ltd;million litres;2021;31-12-21;9;1245,573851
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Carlsberg A/S;million litres;2016;Sat, 31 December 2016;4;313,4994042
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Carlsberg A/S;million litres;2017;31 12 2017;5;338,4702611
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Carlsberg A/S;million litres;2018;31 12 2018;6;346,318955
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Carlsberg A/S;million litres;2019;31-12-19;7;389,7854547
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Carlsberg A/S;million litres;2020;Thursday, 31 Dec 2020;8;730,3610539
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Carlsberg A/S;million litres;2021;Friday, 31 Dec 2021;9;794,059292
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Heineken NV;million litres;2016;31-12-16;4;427,5087268
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Heineken NV;million litres;2017;31-Dec-17;5;486,3194125
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Heineken NV;million litres;2018;Mon, 31 December 2018;6;533,2721387
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Heineken NV;million litres;2019;31 12 2019;7;621,2816657
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Heineken NV;million litres;2020;31-12-20;8;680,2895933
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Heineken NV;million litres;2021;31-12-21;9;758,0255522
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Kirin Holdings Co Ltd;million litres;2016;31 12 2016;4;695,4152925
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Kirin Holdings Co Ltd;million litres;2017;31-12-17;5;666,6728099
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Kirin Holdings Co Ltd;million litres;2018;Monday, 31 Dec 2018;6;666,4721377
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Kirin Holdings Co Ltd;million litres;2019;31-12-19;7;687,0179685
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Kirin Holdings Co Ltd;million litres;2020;31 12 2020;8;678,105686
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Kirin Holdings Co Ltd;million litres;2021;Friday, 31 Dec 2021;9;660,7242239
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Hite Jinro Co Ltd;million litres;2016;31-12-16;4;728,9500016
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Hite Jinro Co Ltd;million litres;2017;31 12 2017;5;712,7699906
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Hite Jinro Co Ltd;million litres;2018;31-Dec-18;6;665,999995
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Hite Jinro Co Ltd;million litres;2019;Tuesday, 31 Dec 2019;7;677,0000222
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Hite Jinro Co Ltd;million litres;2020;31-Dec-20;8;669,9103813
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Hite Jinro Co Ltd;million litres;2021;31-12-21;9;635,5694211
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Hanoi Alcohol Beer & Beverages Corp (Habeco);million litres;2016;31 12 2016;4;397,4086964
;;;;;;;;;;
1;Alcoholic Drinks;11;4;Total Volume;Hanoi Alcohol Beer & Beverages Corp (Habeco);million litres;2017;Sun, 31 December 2017;5;447,696549
;;;;;;;;;;
