Location;Industry;Subcategory_ID;Hierarchy_Level;Data_Type;Global_Brand_Owner;Unit;Year_text;Year_date;Year_minus_2016;Volume
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Suntory Holdings Ltd;million litres;2017;Sunday, 31 Dec 2017;5;264,2911008
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Suntory Holdings Ltd;million litres;2018;31-12-18;6;282,9167455
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Suntory Holdings Ltd;million litres;2019;31-Dec-19;7;269,1219483
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Suntory Holdings Ltd;million litres;2020;31-Dec-20;8;249,1608839
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Suntory Holdings Ltd;million litres;2021;31 12 2021;9;228,5413893
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Olvi Oyj;million litres;2016;Saturday, 31 Dec 2016;4;209,1127563
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Olvi Oyj;million litres;2017;31 12 2017;5;209,1432035
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Olvi Oyj;million litres;2018;Monday, 31 Dec 2018;6;206,3325205
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Olvi Oyj;million litres;2019;Tuesday, 31 Dec 2019;7;206,3829217
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Olvi Oyj;million litres;2020;31-Dec-20;8;211,1677261
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Olvi Oyj;million litres;2021;31 12 2021;9;208,0290913
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Diageo Plc;million litres;2016;31-12-16;4;266,3176134
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Diageo Plc;million litres;2017;31 12 2017;5;258,8138051
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Diageo Plc;million litres;2018;31-12-18;6;250,1495321
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Diageo Plc;million litres;2019;Tuesday, 31 Dec 2019;7;227,2615952
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Diageo Plc;million litres;2020;Thursday, 31 Dec 2020;8;211,2303663
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Diageo Plc;million litres;2021;31 12 2021;9;206,376507
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Royal Unibrew A/S;million litres;2016;Saturday, 31 Dec 2016;4;96,27646144
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Royal Unibrew A/S;million litres;2017;31 12 2017;5;215,4344256
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Royal Unibrew A/S;million litres;2018;31-Dec-18;6;214,0447774
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Royal Unibrew A/S;million litres;2019;Tuesday, 31 Dec 2019;7;201,938147
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Royal Unibrew A/S;million litres;2020;31-Dec-20;8;196,4731151
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Royal Unibrew A/S;million litres;2021;31-Dec-21;9;191,7253927
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Oettinger Brauerei GmbH;million litres;2016;31-Dec-16;4;128,1408867
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Oettinger Brauerei GmbH;million litres;2017;Sunday, 31 Dec 2017;5;168,7219183
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Oettinger Brauerei GmbH;million litres;2018;Mon, 31 December 2018;6;174,4688442
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Oettinger Brauerei GmbH;million litres;2019;31 12 2019;7;176,6911251
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Oettinger Brauerei GmbH;million litres;2020;Thu, 31 December 2020;8;183,8733632
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Oettinger Brauerei GmbH;million litres;2021;Friday, 31 Dec 2021;9;189,2303613
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Super Bock Group SGPS SA;million litres;2021;31-12-21;9;179,7909443
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Ochakovo MPBK ZAO;million litres;2016;31-12-16;4;178,48134
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Ochakovo MPBK ZAO;million litres;2017;31-12-17;5;154,4820271
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Ochakovo MPBK ZAO;million litres;2018;31 12 2018;6;166,18082
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Ochakovo MPBK ZAO;million litres;2019;31-12-19;7;173,7123246
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Ochakovo MPBK ZAO;million litres;2020;31 12 2020;8;173,3173556
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Ochakovo MPBK ZAO;million litres;2021;31-12-21;9;163,2549441
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Florida Ice & Farm Co SA;million litres;2016;31-12-16;4;135,5623755
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Florida Ice & Farm Co SA;million litres;2017;Sunday, 31 Dec 2017;5;137,4569872
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Florida Ice & Farm Co SA;million litres;2018;31 12 2018;6;140,628018
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Florida Ice & Farm Co SA;million litres;2019;Tue, 31 December 2019;7;139,7351518
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Florida Ice & Farm Co SA;million litres;2020;Thu, 31 December 2020;8;139,6552046
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Florida Ice & Farm Co SA;million litres;2021;31-12-21;9;141,4852549
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;SociÃ©tÃ© Frigorifique et Brasserie de Tunis;million litres;2016;31-Dec-16;4;115,3351607
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;SociÃ©tÃ© Frigorifique et Brasserie de Tunis;million litres;2017;31 12 2017;5;121,3534073
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;SociÃ©tÃ© Frigorifique et Brasserie de Tunis;million litres;2018;31-12-18;6;127,8253968
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;SociÃ©tÃ© Frigorifique et Brasserie de Tunis;million litres;2019;Tuesday, 31 Dec 2019;7;134,7899883
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;SociÃ©tÃ© Frigorifique et Brasserie de Tunis;million litres;2020;Thursday, 31 Dec 2020;8;131,1000095
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;SociÃ©tÃ© Frigorifique et Brasserie de Tunis;million litres;2021;Friday, 31 Dec 2021;9;137,301693
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Cisneros, Grupo;million litres;2016;31-12-16;4;317,5935873
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Cisneros, Grupo;million litres;2017;31-12-17;5;263,842706
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Cisneros, Grupo;million litres;2018;Monday, 31 Dec 2018;6;267,9863894
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Cisneros, Grupo;million litres;2019;Tuesday, 31 Dec 2019;7;240,6517947
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Cisneros, Grupo;million litres;2020;Thursday, 31 Dec 2020;8;215,7398373
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Cisneros, Grupo;million litres;2021;31-12-21;9;133,8262263
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;UB Group;million litres;2016;31-12-16;4;121,301361
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;UB Group;million litres;2017;31-12-17;5;110,5162761
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;UB Group;million litres;2018;31-Dec-18;6;114,160163
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;UB Group;million litres;2019;31-Dec-19;7;119,4196458
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;UB Group;million litres;2020;Thursday, 31 Dec 2020;8;125,7020503
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;UB Group;million litres;2021;31 12 2021;9;129,9099729
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Bitburger Braugruppe GmbH;million litres;2016;Sat, 31 December 2016;4;126,7792585
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Bitburger Braugruppe GmbH;million litres;2017;Sun, 31 December 2017;5;124,1607582
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Bitburger Braugruppe GmbH;million litres;2018;31-12-18;6;125,0607207
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Bitburger Braugruppe GmbH;million litres;2019;31-12-19;7;124,2695678
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Bitburger Braugruppe GmbH;million litres;2020;31-12-20;8;124,3116713
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Bitburger Braugruppe GmbH;million litres;2021;Friday, 31 Dec 2021;9;124,4111759
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Persha Pryvatna Brovarnya AT;million litres;2016;Saturday, 31 Dec 2016;4;100,5412579
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Persha Pryvatna Brovarnya AT;million litres;2017;31 12 2017;5;133,3729428
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Persha Pryvatna Brovarnya AT;million litres;2018;31-Dec-18;6;125,4859561
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Persha Pryvatna Brovarnya AT;million litres;2019;31-12-19;7;132,4781432
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Persha Pryvatna Brovarnya AT;million litres;2020;31 12 2020;8;126,6190668
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Persha Pryvatna Brovarnya AT;million litres;2021;31 12 2021;9;115,9613854
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;CervecerÃ­a Centroamericana SA;million litres;2016;31 12 2016;4;79,19861048
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;CervecerÃ­a Centroamericana SA;million litres;2017;31 12 2017;5;81,58285049
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;CervecerÃ­a Centroamericana SA;million litres;2018;31-12-18;6;86,18543209
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;CervecerÃ­a Centroamericana SA;million litres;2019;31-12-19;7;92,40154716
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;CervecerÃ­a Centroamericana SA;million litres;2020;31-Dec-20;8;107,8158595
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;CervecerÃ­a Centroamericana SA;million litres;2021;31 12 2021;9;112,9475431
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Lotte Group;million litres;2018;Mon, 31 December 2018;6;37,49999981
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Lotte Group;million litres;2019;31-12-19;7;84,5000023
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Lotte Group;million litres;2020;31 12 2020;8;85,05883277
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Lotte Group;million litres;2021;Friday, 31 Dec 2021;9;100,8099968
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;C&C Group Plc;million litres;2016;31-Dec-16;4;88,85210673
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;C&C Group Plc;million litres;2017;31-12-17;5;87,03809667
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;C&C Group Plc;million litres;2018;Monday, 31 Dec 2018;6;86,22670952
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;C&C Group Plc;million litres;2019;31 12 2019;7;89,14335572
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;C&C Group Plc;million litres;2020;31-Dec-20;8;90,99671388
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;C&C Group Plc;million litres;2021;Friday, 31 Dec 2021;9;92,3439775
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Bavaria NV;million litres;2016;Saturday, 31 Dec 2016;4;91,79722839
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Bavaria NV;million litres;2017;Sunday, 31 Dec 2017;5;90,40207921
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Bavaria NV;million litres;2018;31 12 2018;6;85,35411881
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Bavaria NV;million litres;2019;Tuesday, 31 Dec 2019;7;79,58113362
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Bavaria NV;million litres;2020;Thu, 31 December 2020;8;76,80386772
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Bavaria NV;million litres;2021;Friday, 31 Dec 2021;9;75,67149191
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Krinitsa OAO;million litres;2016;31 12 2016;4;89,22750277
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Krinitsa OAO;million litres;2017;Sunday, 31 Dec 2017;5;55,24999971
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Krinitsa OAO;million litres;2018;31 12 2018;6;55,75000091
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Krinitsa OAO;million litres;2019;Tuesday, 31 Dec 2019;7;55,0099977
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Krinitsa OAO;million litres;2020;31-12-20;8;36,23109881
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Krinitsa OAO;million litres;2021;31 12 2021;9;32,86999944
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Unicer - Bebidas de Portugal SA;million litres;2016;31 12 2016;4;154,6447436
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Unicer - Bebidas de Portugal SA;million litres;2017;Sunday, 31 Dec 2017;5;160,0964901
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Unicer - Bebidas de Portugal SA;million litres;2018;31 12 2018;6;157,7984721
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Unicer - Bebidas de Portugal SA;million litres;2019;31 12 2019;7;161,5887652
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Unicer - Bebidas de Portugal SA;million litres;2020;31-Dec-20;8;168,0308039
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;SABMiller Plc;million litres;2016;Saturday, 31 Dec 2016;4;11053,25417
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;SABMiller Plc;million litres;2017;31-12-17;5;10854,01159
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;SABMiller Plc;million litres;2018;Mon, 31 December 2018;6;10791,77902
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;SABMiller Plc;million litres;2019;31-Dec-19;7;10791,76433
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;China Resources Enterprise Ltd;million litres;2016;31-Dec-16;4;1055,220023
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;China Resources Enterprise Ltd;million litres;2017;31 12 2017;5;1443,850021
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;China Resources Enterprise Ltd;million litres;2018;31-12-18;6;1457,590035
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;LaÅ¡ko Grupa;million litres;2016;Saturday, 31 Dec 2016;4;104,0773078
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;LaÅ¡ko Grupa;million litres;2017;31 12 2017;5;102,7474069
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;LaÅ¡ko Grupa;million litres;2018;31-Dec-18;6;101,0445828
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Oriental Brewery Co Ltd;million litres;2016;Saturday, 31 Dec 2016;4;1043,552811
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Oriental Brewery Co Ltd;million litres;2017;Sunday, 31 Dec 2017;5;1067,299919
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Pabst Brewing Co;million litres;2016;31-12-16;4;264,089995
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Pabst Brewing Co;million litres;2017;Sun, 31 December 2017;5;278,6168011
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Modelo SA de CV, Grupo;million litres;2016;31-12-16;4;3802,703188
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Kingway Brewery Holdings Ltd;million litres;2016;31-Dec-16;4;324,7500349
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Private Label;million litres;2016;Saturday, 31 Dec 2016;4;178,7594482
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Private Label;million litres;2017;Sun, 31 December 2017;5;214,1676985
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Private Label;million litres;2018;Monday, 31 Dec 2018;6;228,6629801
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Private Label;million litres;2019;31 12 2019;7;244,077679
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Private Label;million litres;2020;Thu, 31 December 2020;8;276,9420181
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Private Label;million litres;2021;31-12-21;9;290,1519603
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Others;million litres;2016;31-Dec-16;4;12155,62633
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Others;million litres;2017;31-12-17;5;12902,3026
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Others;million litres;2018;31-Dec-18;6;12888,38685
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Others;million litres;2019;31-12-19;7;13342,83174
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Others;million litres;2020;31 12 2020;8;13848,69015
;;;;;;;;;;
8;Alcoholic Drinks;11;4;Total Volume;Others;million litres;2021;Friday, 31 Dec 2021;9;14295,59455
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Heineken NV;million litres;2016;31 12 2016;4;748,3372019
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Heineken NV;million litres;2017;31 12 2017;5;740,9149462
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Heineken NV;million litres;2018;31-12-18;6;749,7378914
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Heineken NV;million litres;2019;31-12-19;7;772,5479577
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Heineken NV;million litres;2020;Thursday, 31 Dec 2020;8;805,3732884
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Heineken NV;million litres;2021;Friday, 31 Dec 2021;9;834,9807692
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Carlsberg A/S;million litres;2016;31-Dec-16;4;264,6377164
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Carlsberg A/S;million litres;2017;31-Dec-17;5;262,6115636
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Carlsberg A/S;million litres;2018;31 12 2018;6;270,5290867
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Carlsberg A/S;million litres;2019;31-Dec-19;7;290,9012906
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Carlsberg A/S;million litres;2020;Thursday, 31 Dec 2020;8;313,5222576
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Carlsberg A/S;million litres;2021;31-12-21;9;337,0878438
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Anheuser-Busch InBev NV;million litres;2016;31 12 2016;4;180,9136053
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Anheuser-Busch InBev NV;million litres;2017;31 12 2017;5;191,7077154
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Anheuser-Busch InBev NV;million litres;2018;31 12 2018;6;227,3786607
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Anheuser-Busch InBev NV;million litres;2019;31 12 2019;7;253,1888403
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Anheuser-Busch InBev NV;million litres;2020;Thu, 31 December 2020;8;302,9096629
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Anheuser-Busch InBev NV;million litres;2021;31-12-21;9;319,9492501
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Diageo Plc;million litres;2016;31-Dec-16;4;225,9492042
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Diageo Plc;million litres;2017;31 12 2017;5;210,2067559
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Diageo Plc;million litres;2018;31 12 2018;6;206,4213693
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Diageo Plc;million litres;2019;Tuesday, 31 Dec 2019;7;210,1043573
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Diageo Plc;million litres;2020;Thursday, 31 Dec 2020;8;209,7392866
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Diageo Plc;million litres;2021;31 12 2021;9;212,9301951
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Behnoush Iran Co;million litres;2016;Sat, 31 December 2016;4;194,1843997
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Behnoush Iran Co;million litres;2017;31-Dec-17;5;165,2537966
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Behnoush Iran Co;million litres;2018;31-12-18;6;168,1419956
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Behnoush Iran Co;million litres;2019;Tue, 31 December 2019;7;183,1972074
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Behnoush Iran Co;million litres;2020;Thursday, 31 Dec 2020;8;183,4536822
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Behnoush Iran Co;million litres;2021;Fri, 31 December 2021;9;183,7105018
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Asahi Group Holdings Ltd;million litres;2016;31-Dec-16;4;63,549999
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Asahi Group Holdings Ltd;million litres;2017;Sunday, 31 Dec 2017;5;68,3640005
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Asahi Group Holdings Ltd;million litres;2018;31-Dec-18;6;79,7579993
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Asahi Group Holdings Ltd;million litres;2019;Tuesday, 31 Dec 2019;7;92,92439481
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Asahi Group Holdings Ltd;million litres;2020;Thursday, 31 Dec 2020;8;158,1289451
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Asahi Group Holdings Ltd;million litres;2021;Fri, 31 December 2021;9;179,4680448
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Grupo Mahou-San Miguel SA;million litres;2016;Saturday, 31 Dec 2016;4;92,46050334
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Grupo Mahou-San Miguel SA;million litres;2017;31-12-17;5;91,60572632
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Grupo Mahou-San Miguel SA;million litres;2018;31 12 2018;6;95,16208284
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Grupo Mahou-San Miguel SA;million litres;2019;31 12 2019;7;97,83061655
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Grupo Mahou-San Miguel SA;million litres;2020;31-12-20;8;100,7943274
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Grupo Mahou-San Miguel SA;million litres;2021;Fri, 31 December 2021;9;101,8497605
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Oetker-Gruppe;million litres;2016;Saturday, 31 Dec 2016;4;91,2835004
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Oetker-Gruppe;million litres;2017;31 12 2017;5;89,71073353
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Oetker-Gruppe;million litres;2018;31 12 2018;6;89,7144035
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Oetker-Gruppe;million litres;2019;31-Dec-19;7;92,00278939
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Oetker-Gruppe;million litres;2020;Thursday, 31 Dec 2020;8;93,93228198
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Oetker-Gruppe;million litres;2021;31 12 2021;9;96,23921289
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Arpanoosh Co;million litres;2016;31-12-16;4;77,84261572
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Arpanoosh Co;million litres;2017;31 12 2017;5;78,69229591
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Arpanoosh Co;million litres;2018;Monday, 31 Dec 2018;6;86,96999744
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Arpanoosh Co;million litres;2019;31 12 2019;7;92,32367157
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Arpanoosh Co;million litres;2020;31-12-20;8;91,86205339
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Arpanoosh Co;million litres;2021;Fri, 31 December 2021;9;91,40273741
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Suntory Holdings Ltd;million litres;2016;31 12 2016;4;80,82961242
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Suntory Holdings Ltd;million litres;2017;31-Dec-17;5;89,46791935
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Suntory Holdings Ltd;million litres;2018;Monday, 31 Dec 2018;6;92,64518866
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Suntory Holdings Ltd;million litres;2019;Tuesday, 31 Dec 2019;7;89,83031684
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Suntory Holdings Ltd;million litres;2020;31 12 2020;8;89,72638206
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Suntory Holdings Ltd;million litres;2021;31 12 2021;9;86,96774915
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Brauerei C & A Veltins GmbH & Co KG;million litres;2016;Saturday, 31 Dec 2016;4;44,80751214
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Brauerei C & A Veltins GmbH & Co KG;million litres;2017;31 12 2017;5;43,91135997
;;;;;;;;;;
8;Alcoholic Drinks;7;2;Total Volume;Brauerei C & A Veltins GmbH & Co KG;million litres;2018;31-Dec-18;6;43,29660219
;;;;;;;;;;
