,Location,Industry,Edition,Category,Subcategory,Hierarchy_Level,Data_Type,Outlet,Outlet_Hierarchy,Unit,Year_text,Year_date,Volume,Volume_liters
0,Asia Pacific,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2007,31/12/2007,2613.845506,2613845506.0
1,Asia Pacific,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2008,31/12/2008,2513.025824,2513025824.0
2,Asia Pacific,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2009,31/12/2009,2421.088595,2421088595.0
3,Asia Pacific,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2010,31/12/2010,2422.128432,2422128432.0
4,Asia Pacific,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2011,31/12/2011,2439.33622,2439336220.0
5,Asia Pacific,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2012,31/12/2012,2350.706878,2350706878.0
6,Asia Pacific,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2013,31/12/2013,2334.371075,2334371075.0
7,Asia Pacific,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2014,31/12/2014,2411.08918,2411089180.0
8,Asia Pacific,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2015,31/12/2015,2514.830016,2514830016.0
9,Asia Pacific,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2016,31/12/2016,2541.507631,2541507631.0
10,Asia Pacific,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2017,31/12/2017,2693.28005,2693280050.0
11,Asia Pacific,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2018,31/12/2018,2842.976953,2842976953.0
12,Asia Pacific,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2019,31/12/2019,2992.020037,2992020037.0
13,Asia Pacific,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2020,31/12/2020,3129.02332,3129023320.0
14,Asia Pacific,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2021,31/12/2021,3230.097024,3230097024.0
15,Australasia,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2007,31/12/2007,1527.323946,1527323946.0
16,Australasia,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2008,31/12/2008,1560.079203,1560079203.0
17,Australasia,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2009,31/12/2009,1603.217792,1603217792.0
18,Australasia,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2010,31/12/2010,1623.818046,1623818046.0
19,Australasia,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2011,31/12/2011,1651.190297,1651190297.0
20,Australasia,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2012,31/12/2012,1687.361082,1687361082.0
21,Australasia,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2013,31/12/2013,1674.914394,1674914394.0
22,Australasia,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2014,31/12/2014,1628.408856,1628408856.0
23,Australasia,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2015,31/12/2015,1593.177076,1593177076.0
24,Australasia,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2016,31/12/2016,1511.083599,1511083599.0
25,Australasia,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2017,31/12/2017,1494.300042,1494300042.0
26,Australasia,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2018,31/12/2018,1482.403794,1482403794.0
27,Australasia,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2019,31/12/2019,1462.889904,1462889904.0
28,Australasia,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2020,31/12/2020,1475.318219,1475318219.0
29,Australasia,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2021,31/12/2021,1481.95942,1481959420.0
30,Eastern Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2007,31/12/2007,519.1570874,519157087.40000004
31,Eastern Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2008,31/12/2008,498.6295535,498629553.5
32,Eastern Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2009,31/12/2009,525.5636082,525563608.2
33,Eastern Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2010,31/12/2010,673.0312344,673031234.4
34,Eastern Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2011,31/12/2011,816.6885596,816688559.5999999
35,Eastern Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2012,31/12/2012,908.3348745,908334874.5
36,Eastern Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2013,31/12/2013,951.7625705,951762570.5
37,Eastern Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2014,31/12/2014,954.5248795,954524879.5
38,Eastern Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2015,31/12/2015,1041.447991,1041447991.0
39,Eastern Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2016,31/12/2016,1225.809768,1225809768.0
40,Eastern Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2017,31/12/2017,1272.608979,1272608979.0
41,Eastern Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2018,31/12/2018,1275.200171,1275200171.0
42,Eastern Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2019,31/12/2019,1245.600776,1245600776.0
43,Eastern Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2020,31/12/2020,1281.698565,1281698565.0
44,Eastern Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2021,31/12/2021,1314.849126,1314849126.0
45,Latin America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2007,31/12/2007,2851.480547,2851480547.0
46,Latin America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2008,31/12/2008,3012.87936,3012879360.0
47,Latin America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2009,31/12/2009,3204.334693,3204334693.0
48,Latin America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2010,31/12/2010,3432.131323,3432131323.0
49,Latin America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2011,31/12/2011,3708.793219,3708793219.0
50,Latin America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2012,31/12/2012,3690.16943,3690169430.0
51,Latin America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2013,31/12/2013,3747.622542,3747622542.0
52,Latin America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2014,31/12/2014,3705.497658,3705497658.0
53,Latin America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2015,31/12/2015,3647.64655,3647646550.0
54,Latin America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2016,31/12/2016,3712.059189,3712059189.0
55,Latin America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2017,31/12/2017,3730.12338,3730123380.0
56,Latin America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2018,31/12/2018,3811.532919,3811532919.0
57,Latin America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2019,31/12/2019,3827.867144,3827867144.0
58,Latin America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2020,31/12/2020,3477.529934,3477529934.0
59,Latin America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2021,31/12/2021,3490.710758,3490710758.0
60,Middle East and Africa,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2007,31/12/2007,4468.82707,4468827070.0
61,Middle East and Africa,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2008,31/12/2008,4628.663923,4628663923.0
62,Middle East and Africa,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2009,31/12/2009,4895.915203,4895915203.0
63,Middle East and Africa,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2010,31/12/2010,5110.190402,5110190402.0
64,Middle East and Africa,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2011,31/12/2011,5235.445565,5235445565.0
65,Middle East and Africa,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2012,31/12/2012,5480.1969,5480196900.0
66,Middle East and Africa,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2013,31/12/2013,5627.01155,5627011550.0
67,Middle East and Africa,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2014,31/12/2014,5505.369141,5505369141.0
68,Middle East and Africa,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2015,31/12/2015,5646.076843,5646076843.0
69,Middle East and Africa,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2016,31/12/2016,5800.711599,5800711599.0
70,Middle East and Africa,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2017,31/12/2017,5894.056014,5894056014.0
71,Middle East and Africa,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2018,31/12/2018,6024.256409,6024256409.0
72,Middle East and Africa,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2019,31/12/2019,6183.858351,6183858351.0
73,Middle East and Africa,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2020,31/12/2020,6332.976954,6332976954.0
74,Middle East and Africa,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2021,31/12/2021,6467.912797,6467912797.0
75,North America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2007,31/12/2007,5903.72651,5903726510.0
76,North America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2008,31/12/2008,5939.87774,5939877740.0
77,North America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2009,31/12/2009,5898.444737,5898444737.0
78,North America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2010,31/12/2010,5979.117958,5979117958.0
79,North America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2011,31/12/2011,6067.530078,6067530078.0
80,North America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2012,31/12/2012,6275.056723,6275056723.0
81,North America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2013,31/12/2013,6244.57015,6244570150.0
82,North America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2014,31/12/2014,6221.842438,6221842438.0
83,North America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2015,31/12/2015,5966.369128,5966369128.0
84,North America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2016,31/12/2016,5739.119655,5739119655.0
85,North America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2017,31/12/2017,5948.624348,5948624348.0
86,North America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2018,31/12/2018,5893.162836,5893162836.0
87,North America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2019,31/12/2019,5968.146404,5968146404.0
88,North America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2020,31/12/2020,5947.176102,5947176102.0
89,North America,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2021,31/12/2021,6014.875688,6014875688.0
90,Western Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2007,31/12/2007,2920.166254,2920166254.0
91,Western Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2008,31/12/2008,2760.164216,2760164216.0
92,Western Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2009,31/12/2009,2753.55318,2753553180.0
93,Western Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2010,31/12/2010,2759.889528,2759889528.0
94,Western Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2011,31/12/2011,2629.618668,2629618668.0
95,Western Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2012,31/12/2012,2684.18017,2684180170.0
96,Western Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2013,31/12/2013,2680.082234,2680082234.0
97,Western Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2014,31/12/2014,2591.159867,2591159867.0
98,Western Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2015,31/12/2015,2582.964503,2582964503.0
99,Western Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2016,31/12/2016,2589.796559,2589796559.0
100,Western Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2017,31/12/2017,2531.792714,2531792714.0
101,Western Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2018,31/12/2018,2507.281391,2507281391.0
102,Western Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2019,31/12/2019,2428.319985,2428319985.0
103,Western Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2020,31/12/2020,2422.409227,2422409227.0
104,Western Europe,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2021,31/12/2021,2415.957177,2415957177.0
105,Asia Pacific,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2007,31/12/2007,1.490922408,1490.9224080000001
106,Asia Pacific,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2008,31/12/2008,1.372390266,1372.390266
107,Asia Pacific,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2009,31/12/2009,1.315863411,1315.863411
108,Asia Pacific,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2010,31/12/2010,1.26964939,1269.64939
109,Asia Pacific,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2011,31/12/2011,1.252933261,1252.933261
110,Asia Pacific,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2012,31/12/2012,1.239903723,1239.9037230000001
111,Asia Pacific,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2013,31/12/2013,1.243979009,1243.9790090000001
112,Asia Pacific,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2014,31/12/2014,1.225845521,1225.8455210000002
113,Asia Pacific,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2015,31/12/2015,1.225371781,1225.371781
114,Asia Pacific,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2016,31/12/2016,1.202578767,1202.5787670000002
115,Asia Pacific,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2017,31/12/2017,1.333141344,1333.141344
116,Asia Pacific,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2018,31/12/2018,1.398380911,1398.380911
117,Asia Pacific,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2019,31/12/2019,1.473054979,1473.054979
118,Asia Pacific,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2020,31/12/2020,1.655613159,1655.613159
119,Asia Pacific,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2021,31/12/2021,1.799331458,1799.3314579999999
120,Australasia,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2007,31/12/2007,13.96896815,13968.96815
121,Australasia,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2008,31/12/2008,14.09511555,14095.115549999999
122,Australasia,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2009,31/12/2009,14.8670674,14867.0674
123,Australasia,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2010,31/12/2010,15.75953766,15759.53766
124,Australasia,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2011,31/12/2011,18.52082419,18520.82419
125,Australasia,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2012,31/12/2012,22.3242736,22324.2736
126,Australasia,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2013,31/12/2013,28.22874142,28228.74142
127,Australasia,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2014,31/12/2014,36.11766111,36117.66111
128,Australasia,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2015,31/12/2015,46.25140641,46251.40641
129,Australasia,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2016,31/12/2016,60.76991041,60769.910410000004
130,Australasia,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2017,31/12/2017,69.00662167,69006.62167000001
131,Australasia,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2018,31/12/2018,79.41235689,79412.35689
132,Australasia,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2019,31/12/2019,85.76700023,85767.00022999999
133,Australasia,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2020,31/12/2020,93.90873386,93908.73386
134,Australasia,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2021,31/12/2021,101.2606903,101260.69029999999
135,Eastern Europe,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2007,31/12/2007,0.115168162,115.16816200000001
136,Eastern Europe,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2008,31/12/2008,0.216561325,216.561325
137,Eastern Europe,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2009,31/12/2009,0.332112551,332.112551
138,Eastern Europe,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2010,31/12/2010,0.336176145,336.17614499999996
139,Eastern Europe,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2011,31/12/2011,0.3831917,383.1917
140,Eastern Europe,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2012,31/12/2012,0.322094113,322.094113
141,Eastern Europe,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2013,31/12/2013,0.31786322,317.86322
142,Eastern Europe,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2014,31/12/2014,0.34613708,346.13707999999997
143,Eastern Europe,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2015,31/12/2015,0.510234851,510.234851
144,Eastern Europe,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2016,31/12/2016,0.645851022,645.851022
145,Eastern Europe,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2017,31/12/2017,0.93007877,930.0787700000001
146,Eastern Europe,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2018,31/12/2018,1.868641204,1868.641204
147,Eastern Europe,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2019,31/12/2019,2.914503195,2914.503195
148,Eastern Europe,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2020,31/12/2020,3.514904806,3514.904806
149,Eastern Europe,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2021,31/12/2021,4.081940425,4081.940425
150,Latin America,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2007,31/12/2007,33.12375796,33123.757959999995
151,Latin America,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2008,31/12/2008,34.9637253,34963.7253
152,Latin America,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2009,31/12/2009,35.7151316,35715.1316
153,Latin America,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2010,31/12/2010,36.79222469,36792.224689999995
154,Latin America,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2011,31/12/2011,36.44605986,36446.05986
155,Latin America,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2012,31/12/2012,36.6940342,36694.034199999995
156,Latin America,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2013,31/12/2013,34.54225236,34542.25236
157,Latin America,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2014,31/12/2014,36.21499518,36214.995180000005
158,Latin America,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2015,31/12/2015,38.03450379,38034.50379
