,Location,Industry,Subcategory_ID,Hierarchy_Level,Data_Type,Global_Brand_Owner,Unit,Year_text,Year_date,Year_minus_2016,Volume,Volume_liters
6366,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Budejovicky Budvar np,million litres,2016.0,31-12-2016,4.0,82.84271571,82842715.71
6367,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Budejovicky Budvar np,million litres,2017.0,31-12-2017,5.0,79.62387791,79623877.91000001
6368,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Budejovicky Budvar np,million litres,2018.0,31-12-2018,6.0,79.16858305,79168583.05
6369,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Budejovicky Budvar np,million litres,2019.0,31-12-2019,7.0,84.12909658,84129096.58
6370,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Budejovicky Budvar np,million litres,2020.0,31-12-2020,8.0,84.72905157,84729051.57
6371,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Budejovicky Budvar np,million litres,2021.0,31-12-2021,9.0,85.31585833,85315858.33
6372,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Perla Browary Lubelskie SA,million litres,2016.0,31-12-2016,4.0,51.08474064,51084740.64
6373,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Perla Browary Lubelskie SA,million litres,2017.0,31-12-2017,5.0,54.00981355,54009813.55
6374,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Perla Browary Lubelskie SA,million litres,2018.0,31-12-2018,6.0,60.49914933,60499149.33
6375,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Perla Browary Lubelskie SA,million litres,2019.0,31-12-2019,7.0,68.01124476,68011244.75999999
6376,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Perla Browary Lubelskie SA,million litres,2020.0,31-12-2020,8.0,75.16296199,75162961.99
6377,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Perla Browary Lubelskie SA,million litres,2021.0,31-12-2021,9.0,69.9846764,69984676.39999999
6378,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Royal Unibrew A/S,million litres,2016.0,31-12-2016,4.0,82.39852583,82398525.83
6379,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Royal Unibrew A/S,million litres,2017.0,31-12-2017,5.0,85.96700161,85967001.61
6380,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Royal Unibrew A/S,million litres,2018.0,31-12-2018,6.0,90.22173987,90221739.86999999
6381,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Royal Unibrew A/S,million litres,2019.0,31-12-2019,7.0,83.02590873,83025908.73
6382,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Royal Unibrew A/S,million litres,2020.0,31-12-2020,8.0,77.84651012,77846510.12
6383,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Royal Unibrew A/S,million litres,2021.0,31-12-2021,9.0,69.9498041,69949804.1
6384,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Romaqua Group SA,million litres,2016.0,31-12-2016,4.0,104.2000015,104200001.5
6385,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Romaqua Group SA,million litres,2017.0,31-12-2017,5.0,81.17000193,81170001.92999999
6386,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Romaqua Group SA,million litres,2018.0,31-12-2018,6.0,70.8999998,70899999.8
6387,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Romaqua Group SA,million litres,2019.0,31-12-2019,7.0,73.12799931,73127999.31
6388,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Romaqua Group SA,million litres,2020.0,31-12-2020,8.0,70.51881813,70518818.13
6389,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Romaqua Group SA,million litres,2021.0,31-12-2021,9.0,69.03835556,69038355.56
6390,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,European Food SA,million litres,2016.0,31-12-2016,4.0,122.5900015,122590001.5
6391,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,European Food SA,million litres,2017.0,31-12-2017,5.0,79.74999728,79749997.28
6392,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,European Food SA,million litres,2018.0,31-12-2018,6.0,68.98583208,68985832.08
6393,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,European Food SA,million litres,2019.0,31-12-2019,7.0,70.80955791,70809557.91
6394,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,European Food SA,million litres,2020.0,31-12-2020,8.0,69.6199982,69619998.2
6395,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,European Food SA,million litres,2021.0,31-12-2021,9.0,68.25568046,68255680.46
6396,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Pivovar Svijany as,million litres,2016.0,31-12-2016,4.0,56.42999805,56429998.050000004
6397,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Pivovar Svijany as,million litres,2017.0,31-12-2017,5.0,57.7599978,57759997.8
6398,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Pivovar Svijany as,million litres,2018.0,31-12-2018,6.0,55.00499965,55004999.65
6399,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Pivovar Svijany as,million litres,2019.0,31-12-2019,7.0,59.26125736,59261257.36
6400,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Pivovar Svijany as,million litres,2020.0,31-12-2020,8.0,60.00929182,60009291.82
6401,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Pivovar Svijany as,million litres,2021.0,31-12-2021,9.0,59.32681245,59326812.449999996
6402,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,PMS as Prerov,million litres,2016.0,31-12-2016,4.0,62.64764035,62647640.35
6403,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,PMS as Prerov,million litres,2017.0,31-12-2017,5.0,62.69014033,62690140.33
6404,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,PMS as Prerov,million litres,2018.0,31-12-2018,6.0,63.29428124,63294281.239999995
6405,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,PMS as Prerov,million litres,2019.0,31-12-2019,7.0,62.61058254,62610582.54000001
6406,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,PMS as Prerov,million litres,2020.0,31-12-2020,8.0,63.06434267,63064342.67
6407,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,PMS as Prerov,million litres,2021.0,31-12-2021,9.0,59.00418536,59004185.36
6408,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Banjalucka Pivara ad,million litres,2016.0,31-12-2016,4.0,35.7760595,35776059.5
6409,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Banjalucka Pivara ad,million litres,2017.0,31-12-2017,5.0,39.00899896,39008998.96
6410,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Banjalucka Pivara ad,million litres,2018.0,31-12-2018,6.0,41.60820956,41608209.56
6411,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Banjalucka Pivara ad,million litres,2019.0,31-12-2019,7.0,45.20095671,45200956.71
6412,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Banjalucka Pivara ad,million litres,2020.0,31-12-2020,8.0,45.88967251,45889672.51
6413,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Banjalucka Pivara ad,million litres,2021.0,31-12-2021,9.0,46.80093286,46800932.86000001
6414,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Krinitsa OAO,million litres,2016.0,31-12-2016,4.0,103.8192463,103819246.3
6415,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Krinitsa OAO,million litres,2017.0,31-12-2017,5.0,67.16846032,67168460.32
6416,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Krinitsa OAO,million litres,2018.0,31-12-2018,6.0,72.49784223,72497842.23
6417,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Krinitsa OAO,million litres,2019.0,31-12-2019,7.0,69.34334986,69343349.86
6418,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Krinitsa OAO,million litres,2020.0,31-12-2020,8.0,48.8830813,48883081.3
6419,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Krinitsa OAO,million litres,2021.0,31-12-2021,9.0,43.25170957,43251709.57
6420,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Brewinvest SA,million litres,2016.0,31-12-2016,4.0,40.81018079,40810180.79
6421,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Brewinvest SA,million litres,2017.0,31-12-2017,5.0,39.76300027,39763000.269999996
6422,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Brewinvest SA,million litres,2018.0,31-12-2018,6.0,38.9993992,38999399.199999996
6423,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Brewinvest SA,million litres,2019.0,31-12-2019,7.0,39.5363112,39536311.2
6424,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Brewinvest SA,million litres,2020.0,31-12-2020,8.0,41.11151069,41111510.690000005
6425,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Brewinvest SA,million litres,2021.0,31-12-2021,9.0,42.18672349,42186723.49
6426,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Lapasan sro,million litres,2020.0,31-12-2020,8.0,39.55197607,39551976.07
6427,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Lapasan sro,million litres,2021.0,31-12-2021,9.0,37.33830138,37338301.379999995
6428,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Paulaner Brauerei GmbH & Co KG,million litres,2016.0,31-12-2016,4.0,19.73381569,19733815.69
6429,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Paulaner Brauerei GmbH & Co KG,million litres,2017.0,31-12-2017,5.0,26.8140741,26814074.099999998
6430,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Paulaner Brauerei GmbH & Co KG,million litres,2018.0,31-12-2018,6.0,28.92726513,28927265.13
6431,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Paulaner Brauerei GmbH & Co KG,million litres,2019.0,31-12-2019,7.0,30.53786179,30537861.79
6432,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Paulaner Brauerei GmbH & Co KG,million litres,2020.0,31-12-2020,8.0,33.16682115,33166821.15
6433,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Paulaner Brauerei GmbH & Co KG,million litres,2021.0,31-12-2021,9.0,35.10233754,35102337.54
6434,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Ottakringer GetrÃ¤nke AG,million litres,2016.0,31-12-2016,4.0,30.9281266,30928126.599999998
6435,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Ottakringer GetrÃ¤nke AG,million litres,2017.0,31-12-2017,5.0,30.85600063,30856000.63
6436,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Ottakringer GetrÃ¤nke AG,million litres,2018.0,31-12-2018,6.0,34.09999961,34099999.61
6437,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Ottakringer GetrÃ¤nke AG,million litres,2019.0,31-12-2019,7.0,35.27000076,35270000.760000005
6438,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Ottakringer GetrÃ¤nke AG,million litres,2020.0,31-12-2020,8.0,34.39000174,34390001.74
6439,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Ottakringer GetrÃ¤nke AG,million litres,2021.0,31-12-2021,9.0,34.62999953,34629999.53
6440,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Ledenika & MM Co,million litres,2016.0,31-12-2016,4.0,22.88992939,22889929.39
6441,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Ledenika & MM Co,million litres,2017.0,31-12-2017,5.0,23.42802294,23428022.94
6442,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Ledenika & MM Co,million litres,2018.0,31-12-2018,6.0,22.75544417,22755444.17
6443,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Ledenika & MM Co,million litres,2019.0,31-12-2019,7.0,24.45710536,24457105.36
6444,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Ledenika & MM Co,million litres,2020.0,31-12-2020,8.0,27.06204295,27062042.95
6445,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Ledenika & MM Co,million litres,2021.0,31-12-2021,9.0,28.3509876,28350987.6
6446,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Browary Regionalne Jakubiak Sp zoo,million litres,2016.0,31-12-2016,4.0,2.410040654,2410040.654
6447,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Browary Regionalne Jakubiak Sp zoo,million litres,2017.0,31-12-2017,5.0,9.771347463,9771347.463
6448,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Browary Regionalne Jakubiak Sp zoo,million litres,2018.0,31-12-2018,6.0,15.14091205,15140912.05
6449,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Browary Regionalne Jakubiak Sp zoo,million litres,2019.0,31-12-2019,7.0,20.71237469,20712374.69
6450,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Browary Regionalne Jakubiak Sp zoo,million litres,2020.0,31-12-2020,8.0,23.80191051,23801910.509999998
6451,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Browary Regionalne Jakubiak Sp zoo,million litres,2021.0,31-12-2021,9.0,28.23871438,28238714.380000003
6452,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,"Bernard, Rodinny Pivovar",million litres,2016.0,31-12-2016,4.0,17.84689772,17846897.720000003
6453,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,"Bernard, Rodinny Pivovar",million litres,2017.0,31-12-2017,5.0,18.62674817,18626748.169999998
6454,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,"Bernard, Rodinny Pivovar",million litres,2018.0,31-12-2018,6.0,20.96879168,20968791.68
6455,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,"Bernard, Rodinny Pivovar",million litres,2019.0,31-12-2019,7.0,24.2267785,24226778.5
6456,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,"Bernard, Rodinny Pivovar",million litres,2020.0,31-12-2020,8.0,24.89371628,24893716.28
6457,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,"Bernard, Rodinny Pivovar",million litres,2021.0,31-12-2021,9.0,25.37196818,25371968.18
6458,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Martens Brouwerij NV,million litres,2016.0,31-12-2016,4.0,9.959549252,9959549.252
6459,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Martens Brouwerij NV,million litres,2017.0,31-12-2017,5.0,13.38265321,13382653.21
6460,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Martens Brouwerij NV,million litres,2018.0,31-12-2018,6.0,20.2728392,20272839.2
6461,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Martens Brouwerij NV,million litres,2019.0,31-12-2019,7.0,23.20541505,23205415.05
6462,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Martens Brouwerij NV,million litres,2020.0,31-12-2020,8.0,22.98809892,22988098.919999998
6463,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Martens Brouwerij NV,million litres,2021.0,31-12-2021,9.0,23.52280027,23522800.27
6464,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Sarajevska Pivara dd,million litres,2016.0,31-12-2016,4.0,29.31341039,29313410.39
6465,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Sarajevska Pivara dd,million litres,2017.0,31-12-2017,5.0,23.60961085,23609610.849999998
6466,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Sarajevska Pivara dd,million litres,2018.0,31-12-2018,6.0,19.17128701,19171287.01
6467,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Sarajevska Pivara dd,million litres,2019.0,31-12-2019,7.0,20.21033812,20210338.12
6468,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Sarajevska Pivara dd,million litres,2020.0,31-12-2020,8.0,21.81742421,21817424.209999997
6469,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Sarajevska Pivara dd,million litres,2021.0,31-12-2021,9.0,23.47080328,23470803.279999997
6470,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Kartuli Ludis Ko,million litres,2016.0,31-12-2016,4.0,5.221006351,5221006.351
6471,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Kartuli Ludis Ko,million litres,2017.0,31-12-2017,5.0,12.44642228,12446422.28
6472,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Kartuli Ludis Ko,million litres,2018.0,31-12-2018,6.0,18.15281867,18152818.669999998
6473,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Kartuli Ludis Ko,million litres,2019.0,31-12-2019,7.0,14.78000092,14780000.920000002
6474,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Kartuli Ludis Ko,million litres,2020.0,31-12-2020,8.0,21.88546469,21885464.689999998
6475,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Kartuli Ludis Ko,million litres,2021.0,31-12-2021,9.0,23.34568924,23345689.24
6476,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Bavaria NV,million litres,2016.0,31-12-2016,4.0,17.14803048,17148030.48
6477,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Bavaria NV,million litres,2017.0,31-12-2017,5.0,18.5318043,18531804.3
6478,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Bavaria NV,million litres,2018.0,31-12-2018,6.0,16.63843197,16638431.969999999
6479,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Bavaria NV,million litres,2019.0,31-12-2019,7.0,16.53865366,16538653.660000002
6480,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Bavaria NV,million litres,2020.0,31-12-2020,8.0,24.27583769,24275837.689999998
6481,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Bavaria NV,million litres,2021.0,31-12-2021,9.0,22.99716262,22997162.62
6482,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,BIP Beograd ad,million litres,2016.0,31-12-2016,4.0,30.33823983,30338239.83
6483,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,BIP Beograd ad,million litres,2017.0,31-12-2017,5.0,31.93312067,31933120.67
6484,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,BIP Beograd ad,million litres,2018.0,31-12-2018,6.0,29.00466641,29004666.41
6485,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,BIP Beograd ad,million litres,2019.0,31-12-2019,7.0,24.02631331,24026313.31
6486,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,BIP Beograd ad,million litres,2020.0,31-12-2020,8.0,16.88483773,16884837.73
6487,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,BIP Beograd ad,million litres,2021.0,31-12-2021,9.0,17.4074264,17407426.4
6488,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Boliarka VT AD,million litres,2016.0,31-12-2016,4.0,19.87760387,19877603.87
6489,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Boliarka VT AD,million litres,2017.0,31-12-2017,5.0,18.35219614,18352196.14
6490,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Boliarka VT AD,million litres,2018.0,31-12-2018,6.0,17.68769879,17687698.79
6491,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Boliarka VT AD,million litres,2019.0,31-12-2019,7.0,18.04668798,18046687.98
6492,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Boliarka VT AD,million litres,2020.0,31-12-2020,8.0,13.87621852,13876218.52
6493,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Boliarka VT AD,million litres,2021.0,31-12-2021,9.0,9.994973387,9994973.387
6494,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Brestskoye Pivo OAO,million litres,2016.0,31-12-2016,4.0,13.54000004,13540000.040000001
6495,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Brestskoye Pivo OAO,million litres,2017.0,31-12-2017,5.0,7.68999975,7689999.75
6496,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Brestskoye Pivo OAO,million litres,2018.0,31-12-2018,6.0,8.500000205,8500000.205
6497,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Brestskoye Pivo OAO,million litres,2019.0,31-12-2019,7.0,6.840000516,6840000.516
6498,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Brestskoye Pivo OAO,million litres,2020.0,31-12-2020,8.0,8.234000013,8234000.012999999
6499,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Brestskoye Pivo OAO,million litres,2021.0,31-12-2021,9.0,6.271000028,6271000.028
6500,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,K Brewery Group as,million litres,2016.0,31-12-2016,4.0,4.651110872,4651110.872
6501,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,K Brewery Group as,million litres,2017.0,31-12-2017,5.0,5.110561629,5110561.629000001
6502,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,K Brewery Group as,million litres,2018.0,31-12-2018,6.0,5.467670824,5467670.824
6503,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,K Brewery Group as,million litres,2019.0,31-12-2019,7.0,5.540534705,5540534.705
6504,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,K Brewery Group as,million litres,2020.0,31-12-2020,8.0,5.625000147,5625000.147
6505,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,K Brewery Group as,million litres,2021.0,31-12-2021,9.0,5.689999457,5689999.4569999995
6506,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,SABMiller Plc,million litres,2016.0,31-12-2016,4.0,3438.762495,3438762495.0
6507,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,SABMiller Plc,million litres,2017.0,31-12-2017,5.0,3405.587189,3405587189.0
6508,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,SABMiller Plc,million litres,2018.0,31-12-2018,6.0,3373.487673,3373487673.0
6509,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,SABMiller Plc,million litres,2019.0,31-12-2019,7.0,3287.349847,3287349847.0
6510,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Pivovary Lobkowicz Group as,million litres,2016.0,31-12-2016,4.0,43.5191081,43519108.099999994
6511,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Pivovary Lobkowicz Group as,million litres,2017.0,31-12-2017,5.0,45.08135916,45081359.16
6512,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Pivovary Lobkowicz Group as,million litres,2018.0,31-12-2018,6.0,46.16845062,46168450.620000005
6513,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Pivovary Lobkowicz Group as,million litres,2019.0,31-12-2019,7.0,44.68716404,44687164.04
6514,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,LaÅ¡ko Grupa,million litres,2016.0,31-12-2016,4.0,137.4526043,137452604.29999998
6515,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,LaÅ¡ko Grupa,million litres,2017.0,31-12-2017,5.0,136.7442104,136744210.39999998
6516,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,LaÅ¡ko Grupa,million litres,2018.0,31-12-2018,6.0,134.1336602,134133660.2
6517,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Private Label,million litres,2016.0,31-12-2016,4.0,368.3869316,368386931.6
6518,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Private Label,million litres,2017.0,31-12-2017,5.0,411.3740027,411374002.7
6519,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Private Label,million litres,2018.0,31-12-2018,6.0,444.6854819,444685481.90000004
6520,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Private Label,million litres,2019.0,31-12-2019,7.0,454.8610348,454861034.8
6521,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Private Label,million litres,2020.0,31-12-2020,8.0,480.3073273,480307327.3
6522,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Private Label,million litres,2021.0,31-12-2021,9.0,487.5853754,487585375.4
6523,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Others,million litres,2016.0,31-12-2016,4.0,3042.615294,3042615294.0
6524,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Others,million litres,2017.0,31-12-2017,5.0,3267.397727,3267397727.0
6525,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Others,million litres,2018.0,31-12-2018,6.0,2940.75612,2940756120.0
6526,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Others,million litres,2019.0,31-12-2019,7.0,2547.405417,2547405417.0
6527,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Others,million litres,2020.0,31-12-2020,8.0,2478.181544,2478181544.0
6528,Eastern Europe,Alcoholic Drinks,Beer,1.0,Total Volume,Others,million litres,2021.0,31-12-2021,9.0,2725.774578,2725774578.0
6529,Eastern Europe,Alcoholic Drinks,Standard Lager,3.0,Total Volume,Carlsberg A/S,million litres,2016.0,31-12-2016,4.0,5490.712939,5490712939.0
6530,Eastern Europe,Alcoholic Drinks,Standard Lager,3.0,Total Volume,Carlsberg A/S,million litres,2017.0,31-12-2017,5.0,5110.787737,5110787737.0
6531,Eastern Europe,Alcoholic Drinks,Standard Lager,3.0,Total Volume,Carlsberg A/S,million litres,2018.0,31-12-2018,6.0,4675.655858,4675655858.0
6532,Eastern Europe,Alcoholic Drinks,Standard Lager,3.0,Total Volume,Carlsberg A/S,million litres,2019.0,31-12-2019,7.0,4217.473416,4217473416.0
6533,Eastern Europe,Alcoholic Drinks,Standard Lager,3.0,Total Volume,Carlsberg A/S,million litres,2020.0,31-12-2020,8.0,4076.992782,4076992782.0
6534,Eastern Europe,Alcoholic Drinks,Standard Lager,3.0,Total Volume,Carlsberg A/S,million litres,2021.0,31-12-2021,9.0,3782.649667,3782649667.0
6535,Eastern Europe,Alcoholic Drinks,Standard Lager,3.0,Total Volume,Heineken NV,million litres,2016.0,31-12-2016,4.0,3706.22904,3706229040.0
6536,Eastern Europe,Alcoholic Drinks,Standard Lager,3.0,Total Volume,Heineken NV,million litres,2017.0,31-12-2017,5.0,3532.655562,3532655562.0
6537,Eastern Europe,Alcoholic Drinks,Standard Lager,3.0,Total Volume,Heineken NV,million litres,2018.0,31-12-2018,6.0,3378.650956,3378650956.0
6538,Eastern Europe,Alcoholic Drinks,Standard Lager,3.0,Total Volume,Heineken NV,million litres,2019.0,31-12-2019,7.0,3483.705619,3483705619.0
